STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20100701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,1,0,0,0,0,0,0.5,0,0,1.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20100801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,5,0,0,0,0,0,0.9,0,0,5.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20100901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,3,0,0,4.1,0,0,7.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20101001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20101101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,1,0,0,1.8,0,0,3.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20101201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.5,0,0,0.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,1,0,0,1,0,0,3.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,1,0,0,1,0,0,1.1,0,0,2.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,1,0,0,1.7,0,0,2.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.3,0,0,0.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,3,0,0,3,0,0,5.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,3,0,0,0,0,0,1,0,0,4.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,6,0,0,2,0,0,1.4,0,0,7.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20110901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,3,0,0,1,0,0,2.1,0,0,5.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20111001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,5,0,0,2,0,0,5.8,0,0,14.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20111101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,2,0,0,0,0,0,0.9,0,0,2.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20111201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,2,0,0,1,0,0,1.2,0,0,3.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,1,0,0,0,0,0,0.6,0,0,1.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,1,0,0,1,0,0,2.1,0,0,3.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,3,0,0,2,0,0,1.3,0,0,3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,4,0,0,2,0,0,1.7,0,0,4.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,9,0,0,3,0,0,2.1,0,0,9.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,3,0,0,0,0,0,0.8,0,0,3.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,6,0,0,2,0,0,1.4,0,0,7.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20120901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,9,0,0,2,0,0,1,0,0,1.2,0,0,3.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20121001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,4,0,0,2,0,0,2.2,0,0,6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20121101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20121201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,1,0,0,2.8,0,0,4.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,0,0,0,0.8,0,0,1.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.4,0,0,0.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,1,0,0,1,0,0,5.8,0,0,6.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,2,0,0,1,0,0,1.9,0,0,4.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,1,0,0,1,0,0,2,0,0,5.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,6,0,0,2,0,0,1.3,0,0,7.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,0,0,0,0.8,0,0,2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20130901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,9,0,0,4,0,0,1,0,0,2.9,0,0,6.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20131001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,0,0,0,0.6,0,0,1.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20131101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,0,0,0,0.9,0,0,2.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20131201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,0,0,0,0.7,0,0,2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,1,0,0,1,0,0,1.5,0,0,3.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,0,0,0,0.9,0,0,2.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,3,0,0,0,0,0,0.9,0,0,2.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,0,0,0,1,0,0,2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,4,0,0,1,0,0,1.1,0,0,5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,3,0,0,1,0,0,1.1,0,0,3.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,17,0,0,8,0,0,5,0,0,2.4,0,0,13.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,9,0,0,4,0,0,0,0,0,0.8,0,0,4.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20140901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,10,0,0,3,0,0,2.8,0,0,12.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20141001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,1,0,0,1.1,0,0,2.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20141101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,2,0,0,2,0,0,1.5,0,0,4.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20141201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,1,0,0,0,0,0,0.6,0,0,2.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:US1FLBV0025,9.1,28.201,-80.7055,20150101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,1,0,0,1,0,0,2.6,0,0,4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
