Date,Value
2003-04-30,756.75
2003-03-31,790.33
2003-02-28,785.66
2003-01-31,782.34
2002-12-31,794.26
2002-11-30,764.57
2002-10-31,755.09
2002-09-30,756.18
2002-08-31,748.81
2002-07-31,795.01
2002-06-30,769.42
2002-05-31,768.25
2002-04-30,807.58
2002-03-31,820.0
2002-02-28,773.47
2002-01-31,794.2
2001-12-31,757.97
2001-11-30,774.35
2001-10-31,761.74
2001-09-30,799.51
2001-08-31,830.03
2001-07-31,853.3
2001-06-30,896.93
2001-05-31,937.96
2001-04-30,970.14
2001-03-31,1005.62
2001-02-28,1021.58
2001-01-31,1032.7
2000-12-31,1059.33
2000-11-30,1058.68
2000-10-31,1091.61
2000-09-30,1221.67
2000-08-31,1172.55
2000-07-31,1135.91
2000-06-30,1116.19
2000-05-31,1154.07
2000-04-30,1132.52
2000-03-31,1113.0
2000-02-29,1098.25
2000-01-31,1178.58
1999-12-31,1185.24
1999-11-30,1146.39
1999-10-31,1147.98
1999-09-30,1192.93
1999-08-31,1129.69
1999-07-31,1071.23
1999-06-30,999.91
1999-05-31,1039.92
1999-04-30,1018.17
1999-03-31,1028.8
1999-02-28,1017.6
1999-01-31,931.75
1998-12-31,961.58
1998-11-30,965.95
1998-10-31,941.36
1998-09-30,999.64
1998-08-31,1029.05
1998-07-31,1043.5
1998-06-30,1007.6
1998-05-31,1060.37
1998-04-30,1096.18
1998-03-31,1046.75
1998-02-28,1043.2
1998-01-31,1096.25
1997-12-31,1101.26
1997-11-30,1171.15
1997-10-31,1276.67
1997-09-30,1638.29
1997-08-31,1650.62
1997-07-31,1517.02
1997-06-30,1354.98
1997-05-31,1310.12
1997-04-30,1240.02
1997-03-31,1254.34
1997-02-28,1178.16
1997-01-31,1086.14
1996-12-31,1036.55
1996-11-30,1044.31
1996-10-31,1002.72
1996-09-30,998.98
1996-08-31,1007.95
1996-07-31,1000.52
1996-06-30,1009.4
1996-05-31,1036.55
1996-04-30,1043.95
1996-03-31,1063.25
1996-02-29,1035.83
1996-01-31,1019.69
1995-12-31,1017.16
1995-11-30,1033.19
1995-10-31,980.43
1995-09-30,988.03
1995-08-31,1015.48
1995-07-31,1028.06
1995-06-30,1007.77
1995-05-31,1036.62
1995-04-30,1059.14
1995-03-31,1021.7
1995-02-28,1030.68
1995-01-31,1154.81
1994-12-31,1112.75
1994-11-30,1150.27
1994-10-31,1059.55
1994-09-30,993.55
1994-08-31,946.91
1994-07-31,962.64
1994-06-30,966.0
1994-05-31,956.71
1994-04-30,924.34
1994-03-31,937.61
1994-02-28,969.75
1994-01-31,998.6
1993-12-31,975.53
1993-11-30,929.39
1993-10-31,918.57
1993-09-30,875.73
1993-08-31,886.83
1993-07-31,930.07
1993-06-30,928.23
1993-05-31,979.26
1993-04-30,1006.0
1993-03-31,996.76
1993-02-28,1073.62
1993-01-31,1067.57
1992-12-31,1061.48
1992-11-30,1052.24
1992-10-31,1158.36
1992-09-30,1367.12
1992-08-31,1363.4
1992-07-31,1320.41
1992-06-30,1385.41
1992-05-31,1377.74
1992-04-30,1304.95
1992-03-31,1217.77
1992-02-29,1135.48
1992-01-31,1157.66
1991-12-31,1185.08
1991-11-30,1100.65
1991-10-31,991.65
1991-09-30,1025.6
1991-08-31,1047.74
1991-07-31,1063.41
1991-06-30,1067.45
1991-05-31,1127.74
1991-04-30,1254.0
1991-03-31,1199.0
1991-02-28,1188.0
1991-01-31,1206.0
1990-12-31,1265.0
1990-11-30,1278.0
1990-10-31,1353.0
1990-09-30,1537.0
1990-08-31,1615.0
1990-07-31,1637.0
1990-06-30,1715.0
1990-05-31,1775.0
1990-04-30,1686.0
1990-03-31,1666.0
1990-02-28,1394.0
1990-01-31,1294.0
1989-12-31,1450.0
1989-11-30,1435.0
1989-10-31,1583.0
1989-09-30,1626.0
1989-08-31,1726.0
1989-07-31,1614.0
1989-06-30,1537.0
1989-05-31,1627.0
1989-04-30,1654.4
1989-03-31,1959.91
1989-02-28,1929.5
1989-01-31,1732.83
1988-12-31,1591.74
1988-11-30,1556.46
1988-10-31,1518.98
1988-09-30,1329.39
1988-08-31,1307.34
1988-07-31,1236.79
1988-06-30,1364.66
1988-05-31,1175.06
1988-04-30,1069.24
1988-03-31,981.06
1988-02-29,875.23
1988-01-31,877.44
1987-12-31,866.42
1987-11-30,846.57
1987-10-31,769.41
1987-09-30,756.18
1987-08-31,802.48
1987-07-31,828.94
1987-06-30,877.44
1987-05-31,837.76
1987-04-30,760.59
1987-03-31,731.93
1987-02-28,740.75
1987-01-31,758.39
1986-12-31,798.07
1986-11-30,820.12
1986-10-31,886.26
1986-09-30,870.82
1986-08-31,815.71
1986-07-31,806.89
1986-06-30,804.69
1986-05-31,707.68
1986-04-30,659.18
1986-03-31,626.11
1986-02-28,608.48
1986-01-31,643.75
1985-12-31,685.64
1985-11-30,597.45
1985-10-31,632.73
1985-09-30,690.05
1985-08-31,734.14
1985-07-31,767.21
1985-06-30,809.1
1985-05-31,879.64
1985-04-30,930.35
1985-03-31,921.53
1985-02-28,886.26
1985-01-31,866.42
1984-12-31,859.8
1984-11-30,857.6
1984-10-31,844.37
1984-09-30,873.03
1984-08-31,833.35
1984-07-31,853.19
1984-06-30,941.37
1984-05-31,1000.9
1984-04-30,1003.1
1984-03-31,1040.58
1984-02-29,998.69
1984-01-31,956.81
1983-12-31,857.6
1983-11-30,859.8
1983-10-31,857.6
1983-09-30,837.76
1983-08-31,809.1
1983-07-31,740.75
1983-06-30,718.71
1983-05-31,736.34
1983-04-30,696.66
1983-03-31,679.02
1983-02-28,681.23
1983-01-31,698.86
1982-12-31,670.2
1982-11-30,709.89
1982-10-31,751.78
1982-09-30,749.57
1982-08-31,714.3
1982-07-31,723.12
1982-06-30,692.25
1982-05-31,749.57
1982-04-30,740.75
1982-03-31,791.46
1982-02-28,824.53
1982-01-31,820.12
1981-12-31,848.78
1981-11-30,875.23
1981-10-31,890.67
1981-09-30,936.96
1981-08-31,954.6
1981-07-31,864.21
1981-06-30,839.96
1981-05-31,850.98
1981-04-30,824.53
1981-03-31,756.18
1981-02-28,731.93
1981-01-31,776.03
1980-12-31,782.64
1980-11-30,800.28
1980-10-31,804.69
1980-09-30,795.87
1980-08-31,767.21
1980-07-31,712.09
1980-06-30,676.82
1980-05-31,701.07
1980-04-30,707.68
1980-03-31,740.75
1980-02-29,868.62
1980-01-31,773.82
